company_id,material_id,fulfill_site,order_date,order_qty
B,B_MT000033,B_DC1,2020-08-31 00:00:00,86.76
B,B_MT000033,B_DC1,2020-09-01 00:00:00,79.72
B,B_MT000033,B_DC1,2020-09-02 00:00:00,60.3
B,B_MT000033,B_DC1,2020-09-03 00:00:00,73.8
B,B_MT000033,B_DC1,2020-09-04 00:00:00,78.76
B,B_MT000033,B_DC1,2020-09-08 00:00:00,298.5
B,B_MT000033,B_DC1,2020-09-09 00:00:00,80.45
B,B_MT000033,B_DC1,2020-09-10 00:00:00,81.46
B,B_MT000033,B_DC1,2020-09-12 00:00:00,160.42
B,B_MT000033,B_DC1,2020-09-13 00:00:00,91.53
B,B_MT000033,B_DC1,2020-09-16 00:00:00,253.12
B,B_MT000033,B_DC1,2020-09-18 00:00:00,153.14
B,B_MT000033,B_DC1,2020-09-19 00:00:00,79.57
B,B_MT000033,B_DC1,2020-09-21 00:00:00,142.28
B,B_MT000033,B_DC1,2020-09-24 00:00:00,224.34
B,B_MT000033,B_DC1,2020-09-25 00:00:00,91.95
B,B_MT000033,B_DC1,2020-09-26 00:00:00,77.76
B,B_MT000033,B_DC1,2020-09-28 00:00:00,139.26
B,B_MT000033,B_DC1,2020-09-29 00:00:00,78.15
B,B_MT000033,B_DC1,2020-09-30 00:00:00,71.78
B,B_MT000033,B_DC1,2020-10-01 00:00:00,101.29
B,B_MT000033,B_DC1,2020-10-02 00:00:00,67.39
B,B_MT000033,B_DC1,2020-10-03 00:00:00,80.34
B,B_MT000033,B_DC1,2020-10-06 00:00:00,195.41
B,B_MT000033,B_DC1,2020-10-07 00:00:00,77.04
B,B_MT000033,B_DC1,2020-10-08 00:00:00,78.47
B,B_MT000033,B_DC1,2020-10-09 00:00:00,81.71
B,B_MT000033,B_DC1,2020-10-10 00:00:00,73.79
B,B_MT000033,B_DC1,2020-10-13 00:00:00,250.34
B,B_MT000033,B_DC1,2020-10-16 00:00:00,242.96
B,B_MT000033,B_DC1,2020-10-18 00:00:00,163.16
B,B_MT000033,B_DC1,2020-10-20 00:00:00,153.43
B,B_MT000033,B_DC1,2020-10-21 00:00:00,72.9
B,B_MT000033,B_DC1,2020-10-22 00:00:00,76.67
B,B_MT000033,B_DC1,2020-10-24 00:00:00,150.84
B,B_MT000033,B_DC1,2020-10-26 00:00:00,161.03
B,B_MT000033,B_DC1,2020-10-27 00:00:00,70.7
B,B_MT000033,B_DC1,2020-10-28 00:00:00,73.23
B,B_MT000033,B_DC1,2020-10-29 00:00:00,69.78
B,B_MT000033,B_DC1,2020-10-30 00:00:00,78.7
B,B_MT000033,B_DC1,2020-10-31 00:00:00,85.84
B,B_MT000033,B_DC1,2020-11-02 00:00:00,153.29
B,B_MT000033,B_DC1,2020-11-03 00:00:00,71.48
B,B_MT000033,B_DC1,2020-11-04 00:00:00,70.12
B,B_MT000033,B_DC1,2020-11-05 00:00:00,90.48
B,B_MT000033,B_DC1,2020-11-06 00:00:00,77.18
B,B_MT000033,B_DC1,2020-11-10 00:00:00,313.17
B,B_MT000033,B_DC1,2020-11-11 00:00:00,65.08
B,B_MT000033,B_DC1,2020-11-12 00:00:00,65.98
B,B_MT000033,B_DC1,2020-11-13 00:00:00,68.4
B,B_MT000033,B_DC1,2020-11-14 00:00:00,75.33
B,B_MT000033,B_DC1,2020-11-16 00:00:00,161.51
B,B_MT000033,B_DC1,2020-11-17 00:00:00,75.16
B,B_MT000033,B_DC1,2020-11-19 00:00:00,181.47
B,B_MT000033,B_DC1,2020-11-20 00:00:00,74.2
B,B_MT000033,B_DC1,2020-11-21 00:00:00,66.89
B,B_MT000033,B_DC1,2020-11-22 00:00:00,80.28
B,B_MT000033,B_DC1,2020-11-23 00:00:00,84.19
B,B_MT000033,B_DC1,2020-11-25 00:00:00,177.71
B,B_MT000033,B_DC1,2020-11-26 00:00:00,70.3
B,B_MT000033,B_DC1,2020-11-27 00:00:00,86.31
B,B_MT000033,B_DC1,2020-11-28 00:00:00,76.61
B,B_MT000033,B_DC1,2020-11-29 00:00:00,73.53
B,B_MT000033,B_DC1,2020-11-30 00:00:00,76.78
B,B_MT000033,B_DC1,2020-12-01 00:00:00,65.49
B,B_MT000033,B_DC1,2020-12-03 00:00:00,153.73
B,B_MT000033,B_DC1,2020-12-04 00:00:00,89.64
B,B_MT000033,B_DC1,2020-12-05 00:00:00,85.35
B,B_MT000033,B_DC1,2020-12-06 00:00:00,79.57
B,B_MT000033,B_DC1,2020-12-08 00:00:00,165.95
B,B_MT000033,B_DC1,2020-12-09 00:00:00,81.61
B,B_MT000033,B_DC1,2020-12-10 00:00:00,68.58
B,B_MT000033,B_DC1,2020-12-11 00:00:00,74.42
B,B_MT000033,B_DC1,2020-12-12 00:00:00,84.28
B,B_MT000033,B_DC1,2020-12-13 00:00:00,65.22
B,B_MT000033,B_DC1,2020-12-14 00:00:00,63.73
B,B_MT000033,B_DC1,2020-12-15 00:00:00,79.39
B,B_MT000033,B_DC1,2020-12-16 00:00:00,72.13
B,B_MT000033,B_DC1,2020-12-17 00:00:00,100.24
B,B_MT000033,B_DC1,2020-12-18 00:00:00,80.28
B,B_MT000033,B_DC1,2020-12-20 00:00:00,166.07
B,B_MT000033,B_DC1,2020-12-22 00:00:00,157.94
B,B_MT000033,B_DC1,2020-12-23 00:00:00,81.71
B,B_MT000033,B_DC1,2020-12-25 00:00:00,157.0
B,B_MT000033,B_DC1,2020-12-26 00:00:00,69.63
B,B_MT000033,B_DC1,2020-12-28 00:00:00,155.7
B,B_MT000033,B_DC1,2020-12-29 00:00:00,80.9
B,B_MT000033,B_DC1,2020-12-30 00:00:00,76.96
B,B_MT000033,B_DC1,2020-12-31 00:00:00,66.62
B,B_MT000033,B_DC1,2021-01-01 00:00:00,74.37
B,B_MT000033,B_DC1,2021-01-03 00:00:00,157.44
B,B_MT000033,B_DC1,2021-01-05 00:00:00,153.31
B,B_MT000033,B_DC1,2021-01-06 00:00:00,64.89
B,B_MT000033,B_DC1,2021-01-07 00:00:00,81.25
B,B_MT000033,B_DC1,2021-01-08 00:00:00,73.52
B,B_MT000033,B_DC1,2021-01-13 00:00:00,437.58
B,B_MT000033,B_DC1,2021-01-14 00:00:00,79.54
B,B_MT000033,B_DC1,2021-01-18 00:00:00,321.7
B,B_MT000033,B_DC1,2021-01-19 00:00:00,81.99
B,B_MT000033,B_DC1,2021-01-20 00:00:00,90.46
B,B_MT000033,B_DC1,2021-01-22 00:00:00,131.94
B,B_MT000033,B_DC1,2021-01-25 00:00:00,253.58
B,B_MT000033,B_DC1,2021-01-29 00:00:00,291.4
B,B_MT000033,B_DC1,2021-01-30 00:00:00,81.56
B,B_MT000033,B_DC1,2021-01-31 00:00:00,85.95
B,B_MT000033,B_DC1,2021-02-01 00:00:00,61.35
B,B_MT000033,B_DC1,2021-02-04 00:00:00,202.94
B,B_MT000033,B_DC1,2021-02-05 00:00:00,76.46
B,B_MT000033,B_DC1,2021-02-06 00:00:00,83.3
B,B_MT000033,B_DC1,2021-02-07 00:00:00,60.16
B,B_MT000033,B_DC1,2021-02-08 00:00:00,80.71
B,B_MT000033,B_DC1,2021-02-10 00:00:00,144.21
B,B_MT000033,B_DC1,2021-02-12 00:00:00,162.41
B,B_MT000033,B_DC1,2021-02-14 00:00:00,128.71
B,B_MT000033,B_DC1,2021-02-17 00:00:00,233.7
B,B_MT000033,B_DC1,2021-02-18 00:00:00,88.56
B,B_MT000033,B_DC1,2021-02-19 00:00:00,69.87
B,B_MT000033,B_DC1,2021-02-20 00:00:00,71.88
B,B_MT000033,B_DC1,2021-02-21 00:00:00,93.61
B,B_MT000033,B_DC1,2021-02-22 00:00:00,71.49
B,B_MT000033,B_DC1,2021-02-23 00:00:00,81.15
B,B_MT000033,B_DC1,2021-02-25 00:00:00,162.26
B,B_MT000033,B_DC1,2021-02-27 00:00:00,170.04
B,B_MT000033,B_DC1,2021-02-28 00:00:00,75.84
B,B_MT000033,B_DC1,2021-03-01 00:00:00,79.92
B,B_MT000033,B_DC1,2021-03-02 00:00:00,96.29
B,B_MT000033,B_DC1,2021-03-03 00:00:00,74.66
B,B_MT000033,B_DC1,2021-03-04 00:00:00,52.34
B,B_MT000033,B_DC1,2021-03-05 00:00:00,75.3
B,B_MT000033,B_DC1,2021-03-06 00:00:00,75.59
B,B_MT000033,B_DC1,2021-03-07 00:00:00,84.55
B,B_MT000033,B_DC1,2021-03-10 00:00:00,228.8
B,B_MT000033,B_DC1,2021-03-11 00:00:00,82.29
B,B_MT000033,B_DC1,2021-03-12 00:00:00,78.59
B,B_MT000033,B_DC1,2021-03-13 00:00:00,87.64
B,B_MT000033,B_DC1,2021-03-17 00:00:00,303.19
B,B_MT000033,B_DC1,2021-03-18 00:00:00,84.01
B,B_MT000033,B_DC1,2021-03-21 00:00:00,236.65
B,B_MT000033,B_DC1,2021-03-22 00:00:00,82.61
B,B_MT000033,B_DC1,2021-03-24 00:00:00,184.14
B,B_MT000033,B_DC1,2021-03-25 00:00:00,82.16
B,B_MT000033,B_DC1,2021-03-26 00:00:00,78.04
B,B_MT000033,B_DC1,2021-03-27 00:00:00,63.73
B,B_MT000033,B_DC1,2021-03-28 00:00:00,76.79
B,B_MT000033,B_DC1,2021-03-29 00:00:00,81.38
B,B_MT000033,B_DC1,2021-03-30 00:00:00,84.28
B,B_MT000033,B_DC1,2021-04-01 00:00:00,134.01
B,B_MT000033,B_DC1,2021-04-02 00:00:00,79.05
B,B_MT000033,B_DC1,2021-04-04 00:00:00,166.83
B,B_MT000033,B_DC1,2021-04-06 00:00:00,167.88
B,B_MT000033,B_DC1,2021-04-07 00:00:00,89.7
B,B_MT000033,B_DC1,2021-04-08 00:00:00,82.49
B,B_MT000033,B_DC1,2021-04-09 00:00:00,85.18
B,B_MT000033,B_DC1,2021-04-10 00:00:00,75.02
B,B_MT000033,B_DC1,2021-04-11 00:00:00,80.61
B,B_MT000033,B_DC1,2021-04-12 00:00:00,82.18
B,B_MT000033,B_DC1,2021-04-13 00:00:00,73.15
B,B_MT000033,B_DC1,2021-04-14 00:00:00,87.69
B,B_MT000033,B_DC1,2021-04-17 00:00:00,245.06
B,B_MT000033,B_DC1,2021-04-19 00:00:00,143.38
B,B_MT000033,B_DC1,2021-04-22 00:00:00,219.01
B,B_MT000033,B_DC1,2021-04-23 00:00:00,80.12
B,B_MT000033,B_DC1,2021-04-25 00:00:00,161.18
B,B_MT000033,B_DC1,2021-04-26 00:00:00,90.91
B,B_MT000033,B_DC1,2021-04-27 00:00:00,80.32
B,B_MT000033,B_DC1,2021-04-28 00:00:00,75.24
B,B_MT000033,B_DC1,2021-04-29 00:00:00,79.7
B,B_MT000033,B_DC1,2021-04-30 00:00:00,84.07
B,B_MT000033,B_DC1,2021-05-01 00:00:00,75.09
B,B_MT000033,B_DC1,2021-05-02 00:00:00,80.34
B,B_MT000033,B_DC1,2021-05-06 00:00:00,314.44
B,B_MT000033,B_DC1,2021-05-07 00:00:00,70.45
B,B_MT000033,B_DC1,2021-05-08 00:00:00,84.57
B,B_MT000033,B_DC1,2021-05-10 00:00:00,159.48
B,B_MT000033,B_DC1,2021-05-11 00:00:00,87.42
B,B_MT000033,B_DC1,2021-05-12 00:00:00,88.91
B,B_MT000033,B_DC1,2021-05-13 00:00:00,89.31
B,B_MT000033,B_DC1,2021-05-15 00:00:00,150.71
B,B_MT000033,B_DC1,2021-05-18 00:00:00,224.82
B,B_MT000033,B_DC1,2021-05-20 00:00:00,165.71
B,B_MT000033,B_DC1,2021-05-22 00:00:00,178.15
B,B_MT000033,B_DC1,2021-05-23 00:00:00,70.7
B,B_MT000033,B_DC1,2021-05-26 00:00:00,243.49
B,B_MT000033,B_DC1,2021-05-30 00:00:00,326.32
B,B_MT000033,B_DC1,2021-05-31 00:00:00,87.13
B,B_MT000033,B_DC1,2021-06-03 00:00:00,238.68
B,B_MT000033,B_DC1,2021-06-06 00:00:00,252.87
B,B_MT000033,B_DC1,2021-06-08 00:00:00,147.27
B,B_MT000033,B_DC1,2021-06-10 00:00:00,156.0
B,B_MT000033,B_DC1,2021-06-11 00:00:00,91.12
B,B_MT000033,B_DC1,2021-06-12 00:00:00,72.9
B,B_MT000033,B_DC1,2021-06-15 00:00:00,232.95
B,B_MT000033,B_DC1,2021-06-16 00:00:00,70.69
B,B_MT000033,B_DC1,2021-06-17 00:00:00,74.31
B,B_MT000033,B_DC1,2021-06-18 00:00:00,78.6
B,B_MT000033,B_DC1,2021-06-20 00:00:00,162.21
B,B_MT000033,B_DC1,2021-06-21 00:00:00,79.82
B,B_MT000033,B_DC1,2021-06-22 00:00:00,71.92
B,B_MT000033,B_DC1,2021-06-23 00:00:00,75.48
B,B_MT000033,B_DC1,2021-06-24 00:00:00,73.31
B,B_MT000033,B_DC1,2021-06-25 00:00:00,86.64
B,B_MT000033,B_DC1,2021-06-26 00:00:00,71.62
B,B_MT000033,B_DC1,2021-06-27 00:00:00,77.43
B,B_MT000033,B_DC1,2021-06-28 00:00:00,91.26
B,B_MT000033,B_DC1,2021-06-29 00:00:00,63.73
B,B_MT000033,B_DC1,2021-06-30 00:00:00,83.38
B,B_MT000033,B_DC2,2020-07-01 00:00:00,72.38
B,B_MT000033,B_DC2,2020-07-03 00:00:00,146.18
B,B_MT000033,B_DC2,2020-07-06 00:00:00,221.3
B,B_MT000033,B_DC2,2020-07-07 00:00:00,71.86
B,B_MT000033,B_DC2,2020-07-08 00:00:00,75.29
B,B_MT000033,B_DC2,2020-07-09 00:00:00,70.98
B,B_MT000033,B_DC2,2020-07-10 00:00:00,77.32
B,B_MT000033,B_DC2,2020-07-12 00:00:00,149.69
B,B_MT000033,B_DC2,2020-07-14 00:00:00,151.86
B,B_MT000033,B_DC2,2020-07-15 00:00:00,72.47
B,B_MT000033,B_DC2,2020-07-18 00:00:00,216.66
B,B_MT000033,B_DC2,2020-07-19 00:00:00,70.74
B,B_MT000033,B_DC2,2020-07-20 00:00:00,67.43
B,B_MT000033,B_DC2,2020-07-21 00:00:00,73.91
B,B_MT000033,B_DC2,2020-07-22 00:00:00,69.97
B,B_MT000033,B_DC2,2020-07-23 00:00:00,76.61
B,B_MT000033,B_DC2,2020-07-24 00:00:00,74.9
B,B_MT000033,B_DC2,2020-07-26 00:00:00,148.66
B,B_MT000033,B_DC2,2020-07-27 00:00:00,70.29
B,B_MT000033,B_DC2,2020-07-29 00:00:00,148.73
B,B_MT000033,B_DC2,2020-07-31 00:00:00,147.19
B,B_MT000033,B_DC2,2020-08-01 00:00:00,73.03
B,B_MT000033,B_DC2,2020-08-02 00:00:00,71.08
B,B_MT000033,B_DC2,2020-08-04 00:00:00,146.31
B,B_MT000033,B_DC2,2020-08-08 00:00:00,290.33
B,B_MT000033,B_DC2,2020-08-09 00:00:00,75.23
B,B_MT000033,B_DC2,2020-08-11 00:00:00,150.2
B,B_MT000033,B_DC2,2020-08-12 00:00:00,72.32
B,B_MT000033,B_DC2,2020-08-17 00:00:00,360.56
B,B_MT000033,B_DC2,2020-08-18 00:00:00,77.7
B,B_MT000033,B_DC2,2020-08-20 00:00:00,150.72
B,B_MT000033,B_DC2,2020-08-21 00:00:00,71.68
B,B_MT000033,B_DC2,2020-08-22 00:00:00,69.86
B,B_MT000033,B_DC2,2020-08-24 00:00:00,145.81
B,B_MT000033,B_DC2,2020-08-29 00:00:00,360.3
B,B_MT000033,B_DC2,2020-08-30 00:00:00,74.68
B,B_MT000033,B_DC2,2020-08-31 00:00:00,74.68
B,B_MT000033,B_DC2,2020-09-01 00:00:00,70.68
B,B_MT000033,B_DC2,2020-09-02 00:00:00,70.28
B,B_MT000033,B_DC2,2020-09-03 00:00:00,69.91
B,B_MT000033,B_DC2,2020-09-04 00:00:00,73.75
B,B_MT000033,B_DC2,2020-09-08 00:00:00,279.74
B,B_MT000033,B_DC2,2020-09-09 00:00:00,71.82
B,B_MT000033,B_DC2,2020-09-10 00:00:00,72.06
B,B_MT000033,B_DC2,2020-09-12 00:00:00,141.63
B,B_MT000033,B_DC2,2020-09-13 00:00:00,70.04
B,B_MT000033,B_DC2,2020-09-16 00:00:00,218.0
B,B_MT000033,B_DC2,2020-09-18 00:00:00,145.08
B,B_MT000033,B_DC2,2020-09-19 00:00:00,72.93
B,B_MT000033,B_DC2,2020-09-21 00:00:00,147.89
B,B_MT000033,B_DC2,2020-09-24 00:00:00,209.53
B,B_MT000033,B_DC2,2020-09-25 00:00:00,74.93
B,B_MT000033,B_DC2,2020-09-26 00:00:00,71.36
B,B_MT000033,B_DC2,2020-09-28 00:00:00,146.29
B,B_MT000033,B_DC2,2020-09-29 00:00:00,72.93
B,B_MT000033,B_DC2,2020-09-30 00:00:00,71.06
B,B_MT000033,B_DC2,2020-10-01 00:00:00,71.82
B,B_MT000033,B_DC2,2020-10-02 00:00:00,76.89
B,B_MT000033,B_DC2,2020-10-03 00:00:00,72.42
B,B_MT000033,B_DC2,2020-10-06 00:00:00,213.76
B,B_MT000033,B_DC2,2020-10-07 00:00:00,76.29
B,B_MT000033,B_DC2,2020-10-08 00:00:00,68.39
B,B_MT000033,B_DC2,2020-10-09 00:00:00,80.49
B,B_MT000033,B_DC2,2020-10-10 00:00:00,65.64
B,B_MT000033,B_DC2,2020-10-13 00:00:00,214.15
B,B_MT000033,B_DC2,2020-10-16 00:00:00,227.45
B,B_MT000033,B_DC2,2020-10-18 00:00:00,138.29
B,B_MT000033,B_DC2,2020-10-20 00:00:00,141.12
B,B_MT000033,B_DC2,2020-10-21 00:00:00,70.23
B,B_MT000033,B_DC2,2020-10-22 00:00:00,71.16
B,B_MT000033,B_DC2,2020-10-24 00:00:00,147.02
B,B_MT000033,B_DC2,2020-10-26 00:00:00,148.94
B,B_MT000033,B_DC2,2020-10-27 00:00:00,71.3
B,B_MT000033,B_DC2,2020-10-28 00:00:00,68.53
B,B_MT000033,B_DC2,2020-10-29 00:00:00,74.85
B,B_MT000033,B_DC2,2020-10-30 00:00:00,76.4
B,B_MT000033,B_DC2,2020-10-31 00:00:00,63.76
B,B_MT000033,B_DC2,2020-11-02 00:00:00,138.18
B,B_MT000033,B_DC2,2020-11-03 00:00:00,74.48
B,B_MT000033,B_DC2,2020-11-04 00:00:00,74.86
B,B_MT000033,B_DC2,2020-11-05 00:00:00,75.3
B,B_MT000033,B_DC2,2020-11-06 00:00:00,71.67
B,B_MT000033,B_DC2,2020-11-10 00:00:00,289.84
B,B_MT000033,B_DC2,2020-11-11 00:00:00,70.82
B,B_MT000033,B_DC2,2020-11-12 00:00:00,76.82
B,B_MT000033,B_DC2,2020-11-13 00:00:00,76.05
B,B_MT000033,B_DC2,2020-11-14 00:00:00,73.05
B,B_MT000033,B_DC2,2020-11-16 00:00:00,144.84
B,B_MT000033,B_DC2,2020-11-17 00:00:00,71.58
B,B_MT000033,B_DC2,2020-11-19 00:00:00,146.77
B,B_MT000033,B_DC2,2020-11-20 00:00:00,71.94
B,B_MT000033,B_DC2,2020-11-21 00:00:00,76.35
B,B_MT000033,B_DC2,2020-11-22 00:00:00,76.84
B,B_MT000033,B_DC2,2020-11-23 00:00:00,72.44
B,B_MT000033,B_DC2,2020-11-25 00:00:00,137.46
B,B_MT000033,B_DC2,2020-11-26 00:00:00,75.13
B,B_MT000033,B_DC2,2020-11-27 00:00:00,76.83
B,B_MT000033,B_DC2,2020-11-28 00:00:00,68.63
B,B_MT000033,B_DC2,2020-11-29 00:00:00,73.65
B,B_MT000033,B_DC2,2020-11-30 00:00:00,69.28
B,B_MT000033,B_DC2,2020-12-01 00:00:00,74.4
B,B_MT000033,B_DC2,2020-12-03 00:00:00,142.98
B,B_MT000033,B_DC2,2020-12-04 00:00:00,72.48
B,B_MT000033,B_DC2,2020-12-05 00:00:00,76.58
B,B_MT000033,B_DC2,2020-12-06 00:00:00,74.8
B,B_MT000033,B_DC2,2020-12-08 00:00:00,145.55
B,B_MT000033,B_DC2,2020-12-09 00:00:00,70.0
B,B_MT000033,B_DC2,2020-12-10 00:00:00,75.16
B,B_MT000033,B_DC2,2020-12-11 00:00:00,71.63
B,B_MT000033,B_DC2,2020-12-12 00:00:00,70.38
B,B_MT000033,B_DC2,2020-12-13 00:00:00,70.26
B,B_MT000033,B_DC2,2020-12-14 00:00:00,66.05
B,B_MT000033,B_DC2,2020-12-15 00:00:00,73.63
B,B_MT000033,B_DC2,2020-12-16 00:00:00,73.99
B,B_MT000033,B_DC2,2020-12-17 00:00:00,69.92
B,B_MT000033,B_DC2,2020-12-18 00:00:00,70.89
B,B_MT000033,B_DC2,2020-12-20 00:00:00,148.12
B,B_MT000033,B_DC2,2020-12-22 00:00:00,148.88
B,B_MT000033,B_DC2,2020-12-23 00:00:00,68.74
B,B_MT000033,B_DC2,2020-12-25 00:00:00,142.38
B,B_MT000033,B_DC2,2020-12-26 00:00:00,75.75
B,B_MT000033,B_DC2,2020-12-28 00:00:00,140.81
B,B_MT000033,B_DC2,2020-12-29 00:00:00,76.95
B,B_MT000033,B_DC2,2020-12-30 00:00:00,70.46
B,B_MT000033,B_DC2,2020-12-31 00:00:00,67.95
B,B_MT000033,B_DC2,2021-01-01 00:00:00,71.0
B,B_MT000033,B_DC2,2021-01-03 00:00:00,142.91
B,B_MT000033,B_DC2,2021-01-05 00:00:00,143.93
B,B_MT000033,B_DC2,2021-01-06 00:00:00,74.13
B,B_MT000033,B_DC2,2021-01-07 00:00:00,75.67
B,B_MT000033,B_DC2,2021-01-08 00:00:00,72.64
B,B_MT000033,B_DC2,2021-01-13 00:00:00,369.78
B,B_MT000033,B_DC2,2021-01-14 00:00:00,71.73
B,B_MT000033,B_DC2,2021-01-18 00:00:00,284.04
B,B_MT000033,B_DC2,2021-01-19 00:00:00,75.62
B,B_MT000033,B_DC2,2021-01-20 00:00:00,70.92
B,B_MT000033,B_DC2,2021-01-22 00:00:00,144.8
B,B_MT000033,B_DC2,2021-01-25 00:00:00,219.56
B,B_MT000033,B_DC2,2021-01-29 00:00:00,287.04
B,B_MT000033,B_DC2,2021-01-30 00:00:00,68.72
B,B_MT000033,B_DC2,2021-01-31 00:00:00,70.28
B,B_MT000033,B_DC2,2021-02-01 00:00:00,68.94
B,B_MT000033,B_DC2,2021-02-04 00:00:00,229.61
B,B_MT000033,B_DC2,2021-02-05 00:00:00,70.62
B,B_MT000033,B_DC2,2021-02-06 00:00:00,75.36
B,B_MT000033,B_DC2,2021-02-07 00:00:00,75.08
B,B_MT000033,B_DC2,2021-02-08 00:00:00,76.21
B,B_MT000033,B_DC2,2021-02-10 00:00:00,141.65
B,B_MT000033,B_DC2,2021-02-12 00:00:00,146.3
B,B_MT000033,B_DC2,2021-02-14 00:00:00,141.1
B,B_MT000033,B_DC2,2021-02-17 00:00:00,213.73
B,B_MT000033,B_DC2,2021-02-18 00:00:00,67.48
B,B_MT000033,B_DC2,2021-02-19 00:00:00,74.43
B,B_MT000033,B_DC2,2021-02-20 00:00:00,73.32
B,B_MT000033,B_DC2,2021-02-21 00:00:00,73.13
B,B_MT000033,B_DC2,2021-02-22 00:00:00,70.57
B,B_MT000033,B_DC2,2021-02-23 00:00:00,67.81
B,B_MT000033,B_DC2,2021-02-25 00:00:00,134.72
B,B_MT000033,B_DC2,2021-02-27 00:00:00,141.8
B,B_MT000033,B_DC2,2021-02-28 00:00:00,74.89
B,B_MT000033,B_DC2,2021-03-01 00:00:00,67.8
B,B_MT000033,B_DC2,2021-03-02 00:00:00,70.66
B,B_MT000033,B_DC2,2021-03-03 00:00:00,67.13
B,B_MT000033,B_DC2,2021-03-04 00:00:00,76.31
B,B_MT000033,B_DC2,2021-03-05 00:00:00,65.87
B,B_MT000033,B_DC2,2021-03-06 00:00:00,75.74
B,B_MT000033,B_DC2,2021-03-07 00:00:00,73.3
B,B_MT000033,B_DC2,2021-03-10 00:00:00,226.43
B,B_MT000033,B_DC2,2021-03-11 00:00:00,73.48
B,B_MT000033,B_DC2,2021-03-12 00:00:00,75.56
B,B_MT000033,B_DC2,2021-03-13 00:00:00,74.75
B,B_MT000033,B_DC2,2021-03-17 00:00:00,279.06
B,B_MT000033,B_DC2,2021-03-18 00:00:00,76.45
B,B_MT000033,B_DC2,2021-03-21 00:00:00,216.33
B,B_MT000033,B_DC2,2021-03-22 00:00:00,68.95
B,B_MT000033,B_DC2,2021-03-24 00:00:00,143.84
B,B_MT000033,B_DC2,2021-03-25 00:00:00,73.19
B,B_MT000033,B_DC2,2021-03-26 00:00:00,71.67
B,B_MT000033,B_DC2,2021-03-27 00:00:00,70.07
B,B_MT000033,B_DC2,2021-03-28 00:00:00,75.41
B,B_MT000033,B_DC2,2021-03-29 00:00:00,73.23
B,B_MT000033,B_DC2,2021-03-30 00:00:00,70.87
B,B_MT000033,B_DC2,2021-04-01 00:00:00,150.65
B,B_MT000033,B_DC2,2021-04-02 00:00:00,68.46
B,B_MT000033,B_DC2,2021-04-04 00:00:00,150.05
B,B_MT000033,B_DC2,2021-04-06 00:00:00,129.14
B,B_MT000033,B_DC2,2021-04-07 00:00:00,74.45
B,B_MT000033,B_DC2,2021-04-08 00:00:00,68.04
B,B_MT000033,B_DC2,2021-04-09 00:00:00,69.58
B,B_MT000033,B_DC2,2021-04-10 00:00:00,67.55
B,B_MT000033,B_DC2,2021-04-11 00:00:00,68.28
B,B_MT000033,B_DC2,2021-04-12 00:00:00,70.07
B,B_MT000033,B_DC2,2021-04-13 00:00:00,69.68
B,B_MT000033,B_DC2,2021-04-14 00:00:00,66.7
